CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
22-01-0414-46,22-003,JUTIAPA,JUTIAPA,colegio particular mixto eben ezer,7a calle y 8a avenida 7-49 zona 3,34245324,Remberto Recinos Sarceno,Fibi Judith Lemus Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JUTIAPA
22-01-0420-46,22-001,JUTIAPA,JUTIAPA,liceo bilingue interamericano jutiapa,barrio interamericano 4-01,7844007,Cecilia Isabel Aldecoa Casasola De Castro,Hilcia Asucena Ortega Zuniga,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0421-46,22-001,JUTIAPA,JUTIAPA,liceo bilingue interamericano jutiapa,barrio interamericano 4-01,7844007,Cecilia Isabel Aldecoa Casasola De Castro,Heberto Anibal Corado Quinonez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0422-46,22-001,JUTIAPA,JUTIAPA,liceo bilingue interamericano jutiapa,barrio interamericano 4-01,78440074,Cecilia Isabel Aldecoa Casasola De Castro,Heberto Anibal Corado Quinonez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0424-46,22-013,JUTIAPA,JUTIAPA,liceo oriental,kilometro 1155 carretera interamericana aldea cerro gordo,30423063,Rony Esmeltzer Ramos Quinonez,Olin Rosalina Gudiel Grijalva,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0426-46,22-003,JUTIAPA,JUTIAPA,colegio el bosque,aldea el chiltepe,59609909,Remberto Recinos Sarceno,Ingrid Carol Juarez Dominguez,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0429-46,22-003,JUTIAPA,JUTIAPA,colegio evangelico de educacion integral elim,4a calle 2-05 zona 3,77272966,Remberto Recinos Sarceno,Yolanda De Jesus Rodriguez De Leon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0433-46,22-003,JUTIAPA,JUTIAPA,centro de integracion de tecnicas educativas cite,carretera interamericana p6 zona 4,77252887,Remberto Recinos Sarceno,Karla Vanesa Hernandez Villatoro,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,JUTIAPA
22-01-0435-46,22-003,JUTIAPA,JUTIAPA,instituto tecnologico de computacion de oriente,8a calle 4-42 zona 1 barrio latino,58248045,Remberto Recinos Sarceno,Jonathan Gabriel Azmitia Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-0436-46,22-003,JUTIAPA,JUTIAPA,liceo bethel,aldea jicaro grande,41607922,Remberto Recinos Sarceno,Deysi Sindy Florian Cardona,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0441-46,22-001,JUTIAPA,JUTIAPA,colegio mixto bilingue santa fe,2a av 4-28 zona 1,59194532,Cecilia Isabel Aldecoa Casasola De Castro,Yeymi Liseth Lopez Marroquin,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0442-46,22-001,JUTIAPA,JUTIAPA,colegio mixto bilingue santa fe,2a av 4-28 zona 1,59194532,Cecilia Isabel Aldecoa Casasola De Castro,Yeymi Liseth Lopez Marroquin,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-01-0605-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5ta calle 5-43 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0620-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico industrial de oriente,kilometro 1155 carretera interamericana aldea cerro gordo,77252993,Cecilia Isabel Aldecoa Casasola De Castro,Lesly Karina Gomez Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0621-46,22-003,JUTIAPA,JUTIAPA,instituto tecnologico de computacion de oriente,8a calle 4-42 zona 1 barrio latino,58248045,Remberto Recinos Sarceno,Jonathan Gabriel Azmitia Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-0627-46,22-001,JUTIAPA,JUTIAPA,colegio particular mixto san miguel,2a calle 5-98 zona 3,77270508,Cecilia Isabel Aldecoa Casasola De Castro,Tania Beatriz Lopez Rivera,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0634-46,,JUTIAPA,JUTIAPA,instituto de bachillerato por madurez jutiapafin de semana,,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0664-46,22-003,JUTIAPA,JUTIAPA,escuela en ciencias de la comunicacion ecco,km 1165,78440228,Remberto Recinos Sarceno,Rodabel Rios Castillo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0666-46,22-003,JUTIAPA,JUTIAPA,escuela en ciencias de la comunicacion ecco,km 1165,78440228,Remberto Recinos Sarceno,Emilsa Liliana Paiz Villanueva,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-0734-46,22-003,JUTIAPA,JUTIAPA,escuela en ciencias de la comunicacion ecco,km 1165,78440228,Remberto Recinos Sarceno,Nancy Paola Martinez Medrano,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-1515-46,,JUTIAPA,JUTIAPA,instituto particular mixto de educacion diversificada superacion,,78442133,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO,JUTIAPA
22-01-1608-46,22-003,JUTIAPA,JUTIAPA,instituto particular mixto superacion,5a ave 7-35 zona 1,78441530,Remberto Recinos Sarceno,Delmy Astrid Mendez Polanco,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-1611-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5a calle 5-65 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-1613-46,,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5a calle 5-65 zona 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-1997-46,25-000,JUTIAPA,JUTIAPA,instituto guatemaltecod de educacion radiofonica iger,,,Sonia Haydee Reyes Monterroso,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,JUTIAPA
22-01-2002-46,22-003,JUTIAPA,JUTIAPA,liceo preuniversitario,kilometro 111 carretera interamericana,78232524,Remberto Recinos Sarceno,Nancy Paola Zepeda Santos,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-2071-46,22-001,JUTIAPA,JUTIAPA,escuela normal de educacion fisica,8a calle zona 1 barrio latino,78440156,Cecilia Isabel Aldecoa Casasola De Castro,Javier Shmelin Hernandez Estrada,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-2196-46,22-001,JUTIAPA,JUTIAPA,instituto tecnico particular de diversificado intecpadi,5ta calle 5-43 zona 1,78442296,Cecilia Isabel Aldecoa Casasola De Castro,Roni Ernesto Recinos Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-01-2431-46,22-037,JUTIAPA,JUTIAPA,colegio particular mixto eben ezer,entrada al complejo educativo 0-16 zona 3,34085046,Sandra Ninneth Bonilla Archila,Fibi Judith Lemus Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JUTIAPA
22-01-2444-46,22-004,JUTIAPA,JUTIAPA,colegio particular mixto davenport cidetra,aldea las tunas,78520297,Mara Aleida Quinonez Y Quinonez,,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-2493-46,22-003,JUTIAPA,JUTIAPA,colegio evangelico vida nueva,complejo educativo 0-16 zona 3 barrio el condor,78441907,Remberto Recinos Sarceno,Esly Olimpia Vega Canuz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-01-2500-46,22-006,JUTIAPA,JUTIAPA,colegio particular mixto davenport cidetra,aldea las tunas,78444200,Rony Estuardo Sandoval Medina,,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-01-2527-46,22-001,JUTIAPA,JUTIAPA,colegio integral evolucion cie,7a calle y 8a avenida 7-49 zona 3 barrio el chaparon,57313172,Cecilia Isabel Aldecoa Casasola De Castro,Miguel Angel Martinez De La Vega,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-02-0006-46,22-002,JUTIAPA,EL PROGRESO,instituto nacional de educacion diversificado,1av 4-54 zona 2,,Carlos Humberto Cruz Alay,Marta Luisa Bonilla Garcia,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-02-0016-46,22-037,JUTIAPA,EL PROGRESO,liceo bilingue fray amadeo ruano najarro,2a avenida 2-80 zona 1,78435491,Sandra Ninneth Bonilla Archila,Melanie Rocio Ruano Espana,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-02-0017-46,22-037,JUTIAPA,EL PROGRESO,colegio particular mixto liceo progreso,calzada la paz barrio el bosque,78435751,Sandra Ninneth Bonilla Archila,Nelda Judith Palma Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-02-0023-46,22-037,JUTIAPA,EL PROGRESO,centro educativo municipal el roble,4ta calle 1-04 zona 4 barrio el roble,42199688,Sandra Ninneth Bonilla Archila,Viviana Yamileth Rivera Lopez,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-02-0024-46,22-037,JUTIAPA,EL PROGRESO,colegio profesional integral cpi ,km 1255 carretera interamericana aldea el porvenir,77254982,Sandra Ninneth Bonilla Archila,Lidia Luz Espino Gonzalez,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-02-0026-46,22-037,JUTIAPA,EL PROGRESO,colegio particular mixto liceo progreso,calzada la paz,78455751,Sandra Ninneth Bonilla Archila,Nelda Judith Palma Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-02-1434-46,22-037,JUTIAPA,EL PROGRESO,colegio particular mixto liceo progreso,calzada la paz barrio el bosque,78435751,Sandra Ninneth Bonilla Archila,Nelda Judith Palma Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-02-1692-46,22-037,JUTIAPA,EL PROGRESO,inst mixto de diversificado por cooperativa de ensenanza angelina acuna,1a calle 2-82 zona 2,78434008,Sandra Ninneth Bonilla Archila,Orlando Eliel Moran Arana,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-02-2087-46,22-037,JUTIAPA,EL PROGRESO,colegio particular mixto liceo progreso,calzada la paz barrio el bosque,78435751,Sandra Ninneth Bonilla Archila,Nelda Judith Palma Estrada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-02-2203-46,22-009,JUTIAPA,EL PROGRESO,escuela regional de hoteleria y turismo ecologico,0 calle 1-20 zona 3 edificio teresa de chang 3er nivel,57167937,Gaudy Yadira Isabel Ixchop Ambrocio,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-02-2204-46,22-009,JUTIAPA,EL PROGRESO,escuela regional de hoteleria y turismo ecologico,0 calle 1-20 zona 3 edificio teresa de chang 3er nivel,57167937,Gaudy Yadira Isabel Ixchop Ambrocio,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-02-2250-46,22-009,JUTIAPA,EL PROGRESO,colegio particular mixto monte sion,barrio el bosque,78435727,Gaudy Yadira Isabel Ixchop Ambrocio,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-02-2460-46,22-037,JUTIAPA,EL PROGRESO,liceo evangelico horeb,1a avenida a 6-43 zona 2,45358275,Sandra Ninneth Bonilla Archila,Wilder Porfirio Perez Lopez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0011-46,22-010,JUTIAPA,SANTA CATARINA MITA,instituto nacional de educacion diversificado,barrio el barreal,41723310,Kevin Daniel Sandoval Salvador,Noe Hernandez Linares Hector,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0021-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto nacional de educacion diversificado,barrio el barreal,78883484,Nansi Rosmery Martinez Barrientos De Ortiz,Marlon Danilo Ortiz Polanco,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0026-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto tecnico industrial henry ford,barrio el barreal,78883379,Nansi Rosmery Martinez Barrientos De Ortiz,Ludwing Ronaldo Santos Alarcon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-03-0028-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto particular catarineco,barrio la ermita,53673753,Nansi Rosmery Martinez Barrientos De Ortiz,Jose Daniel Palma Osorio,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0029-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto tecnico industrial henry ford,barrio el barreal,78883379,Nansi Rosmery Martinez Barrientos De Ortiz,Ana Gabriela Mendez Ceron,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0030-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto tecnico industrial henry ford,barrio el barrial,78883379,Nansi Rosmery Martinez Barrientos De Ortiz,Ludwing Ronaldo Santos Alarcon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-03-0032-46,22-010,JUTIAPA,SANTA CATARINA MITA,centro educativo municipal de diversificado,aldea horcones,50312945,Kevin Daniel Sandoval Salvador,Farleen Saudy Rustrian Martinez,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0033-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto tecnico industrial henry ford,barrio el barreal,78883379,Nansi Rosmery Martinez Barrientos De Ortiz,Sucely Alejandrina Ortiz Leiva,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-03-0034-46,22-032,JUTIAPA,SANTA CATARINA MITA,colegio particular mixto evangelico shalom,barrio la javia,30042843,Nansi Rosmery Martinez Barrientos De Ortiz,Josseline Stesy Barrientos Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-0037-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto tecnico industrial henry ford,barrio el barreal,79143685,Nansi Rosmery Martinez Barrientos De Ortiz,Ludwing Ronaldo Santos Alarcon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-03-1943-46,22-010,JUTIAPA,SANTA CATARINA MITA,liceo santa catarina,barriio el centro,78883148,Kevin Daniel Sandoval Salvador,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-03-2317-46,22-032,JUTIAPA,SANTA CATARINA MITA,instituto tecnico industrial henry ford,barrio el barreal,78883379,Nansi Rosmery Martinez Barrientos De Ortiz,Ana Gabriela Mendez Ceron,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-04-0023-46,22-011,JUTIAPA,AGUA BLANCA,instituto nacional de educacion diversificado,barrio tecuan,53579413,Ruth Carolina Sanabria Orellana,Hugo Leonel Noguera Aguilar,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-04-0030-46,22-012,JUTIAPA,AGUA BLANCA,colegio particular mixto aguablanquense,barrio las casitas,56250674,Yelbely Roxana Vega Donado,Donald Wilfredo Aguirre Guerra,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-04-0035-46,22-011,JUTIAPA,AGUA BLANCA,liceo juan pablo ii,barriio el centro,78683457,Ruth Carolina Sanabria Orellana,Kinverly De Maria Orellana Beltran,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-04-0047-46,22-011,JUTIAPA,AGUA BLANCA,liceo juan pablo ii,barriio el centro,47399729,Ruth Carolina Sanabria Orellana,Carlos Osmin Orellana Vicente,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-04-2085-46,22-012,JUTIAPA,AGUA BLANCA,instituto por cooperativa de diversificado,agua blanca,49494159,Yelbely Roxana Vega Donado,Erika Piedad Guerra Mendez,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-04-2086-46,22-012,JUTIAPA,AGUA BLANCA,colegio particular mixto aguablanquense,agua blanca,78683296,Yelbely Roxana Vega Donado,Javier De Jesus Lemus Alarcon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-0024-46,22-016,JUTIAPA,ASUNCION MITA,instituto nacional de educacion diversificado,barrio central,56947315,Lesvia Yadira Oliva Teo De Aldana,Zoila Elena Martinez Trujillo,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-05-0044-46,22-002,JUTIAPA,ASUNCION MITA,colegio integral sagrada familia,2 calle y 6a av zon 2 barrio central,78460481,Carlos Humberto Cruz Alay,Maria Mercedes Garcia Vega,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-0053-46,22-016,JUTIAPA,ASUNCION MITA,colegio particular mixto integral joshua,casa no 27 barrio la federal,,Lesvia Yadira Oliva Teo De Aldana,Gaudy Yadira Ixchop Ambrocio,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-0057-46,22-017,JUTIAPA,ASUNCION MITA,instituto particular mixto maria chinchilla,barrio la federal,78457668,Sandra Patricia Lopez De Cambara,Silvia Ernestina Martinez Navas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-05-0058-46,22-017,JUTIAPA,ASUNCION MITA,instituto nacional de educacion diversificado,barrio central,56947315,Sandra Patricia Lopez De Cambara,Zoila Elena Martinez Trujillo,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-0061-46,22-017,JUTIAPA,ASUNCION MITA,colegio integral sagrada familia,barrio el calvario,78460481,Sandra Patricia Lopez De Cambara,Laura Yubixa Monroy,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-05-0062-46,22-009,JUTIAPA,ASUNCION MITA,escuela tenica vocacional,km 415 carretera interamericana,78459883,Gaudy Yadira Isabel Ixchop Ambrocio,Helen Roxana Palma Centes,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-05-0063-46,22-017,JUTIAPA,ASUNCION MITA,liceo tiucal,aldea tiucal,58248115,Sandra Patricia Lopez De Cambara,Dany Obed Linares Zepeda,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-05-0065-46,22-009,JUTIAPA,ASUNCION MITA,escuela tenica vocacional,km 147 14750 carretera interamericana,78459883,Gaudy Yadira Isabel Ixchop Ambrocio,Helen Roxana Palma Centes,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-05-0071-46,22-009,JUTIAPA,ASUNCION MITA,centro educativo de informatica,barrio la democracia,58538798,Gaudy Yadira Isabel Ixchop Ambrocio,Astrid Rocio Salazar Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-05-0073-46,22-017,JUTIAPA,ASUNCION MITA,instituto particular mixto maria chinchilla,barrio la federal,78457668,Sandra Patricia Lopez De Cambara,Silvia Ernestina Martinez Navas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-05-0077-46,22-017,JUTIAPA,ASUNCION MITA,instituto tecnico industrial henry ford,barrio la paz,50187691,Sandra Patricia Lopez De Cambara,Nestor Gonzalo Rodriguez Colindres,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA
22-05-0302-46,22-017,JUTIAPA,ASUNCION MITA,instituto particular mixto maria chinchilla,barrio la federal,78457668,Sandra Patricia Lopez De Cambara,Silvia Ernestina Martinez Navas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-1437-46,22-017,JUTIAPA,ASUNCION MITA,escuela de ciencias comerciales por cooperativa,aldea tiucal,78744300,Sandra Patricia Lopez De Cambara,Miriam Leticia Bojorquez Lemus,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-05-1596-46,22-017,JUTIAPA,ASUNCION MITA,instituto particular mixto maria chinchilla,barrio la federal,78457668,Sandra Patricia Lopez De Cambara,Silvia Ernestina Martinez Navas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-05-1610-46,22-009,JUTIAPA,ASUNCION MITA,instituto particular mixto nuestra senora de la asuncion,barrio la paz,78459147,Gaudy Yadira Isabel Ixchop Ambrocio,Julia Alicia Garcia Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
22-05-2078-46,22-017,JUTIAPA,ASUNCION MITA,instituto tecnico industrial henry ford,barrio central,78460721,Sandra Patricia Lopez De Cambara,Silvia Eunice Perez Gonzalez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-05-2080-46,,JUTIAPA,ASUNCION MITA,colegio particular mixto el carmen,barrio central,78457023,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-2212-46,22-009,JUTIAPA,ASUNCION MITA,centro educativo de informatica,barrio la democracia,58538798,Gaudy Yadira Isabel Ixchop Ambrocio,Astrid Rocio Salazar Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-05-2214-46,22-009,JUTIAPA,ASUNCION MITA,centro educativo de informatica por madurez,barrio la democracia,58538798,Gaudy Yadira Isabel Ixchop Ambrocio,Astrid Rocio Salazar Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-05-2262-46,22-009,JUTIAPA,ASUNCION MITA,instituto particular mixto nuestra senora de la asuncion,barrio la paz,78459147,Gaudy Yadira Isabel Ixchop Ambrocio,Julia Alicia Garcia Ramirez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-2265-46,22-014,JUTIAPA,ASUNCION MITA,liceo miteco,barrio la libertad,,Marco Tulio Castillo Melgar,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA
22-05-2287-46,22-009,JUTIAPA,ASUNCION MITA,instituto particular mixto nuestra senora de la asuncion,barrio la paz,78459147,Gaudy Yadira Isabel Ixchop Ambrocio,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-05-2461-46,22-017,JUTIAPA,ASUNCION MITA,instituto tecnico industrial henry ford,barrio central,78460721,Sandra Patricia Lopez De Cambara,Nestor Gonzalo Rodriguez Colindres,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-06-0001-46,22-006,JUTIAPA,YUPILTEPEQUE,instituto particular mixto el jicaro,aldea el jicaro,,Rony Estuardo Sandoval Medina, ,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA
22-06-0005-46,22-034,JUTIAPA,YUPILTEPEQUE,instituto nacional de educacion diversificado,cabecera municial,42295928,Inmer Wilfredo Velasquez Dominguez,Linsin Evelin Bernal Y Bernal,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA
